1	4.0975
2	5.2592
3	6.404
4	7.532
5	8.6433
6	9.738
7	10.8163
8	11.8782
9	12.9239
10	13.9536
11	14.9673
12	15.9652
13	16.9474
14	17.914
15	18.8652
16	19.801
17	20.7216
18	21.6271
19	22.5176
20	23.3932
21	24.2541
22	25.10045
23	25.93226
24	26.74968
25	27.55284
26	28.34186
27	29.11684
28	29.87792
29	30.6252
30	31.3588
31	32.07883
32	32.78542
33	33.47868
34	34.15871
35	34.825639
36	35.479575
37	36.12063
38	36.74892
39	37.36456
40	37.96765
41	38.55832
42	39.13666
43	39.70279
44	40.25683
45	40.79887
46	41.32904
47	41.84744
48	42.35417
49	42.84936
50	43.33309
51	43.80549
52	44.26666
53	44.7167
54	45.1557
55	45.5838
56	46.0011
57	46.4078
58	46.8038
59	47.1893
60	47.5644
61	47.9292
62	48.2839
63	48.6285
64	48.9631
65	49.2878
66	49.6028
67	49.908
68	50.2038
69	50.49
70	50.7668
71	51.0344
72	51.2929
73	51.5422
74	51.7826
75	52.014
76	52.2367
77	52.4508
78	52.6562
79	52.8531
80	53.0417
81	53.2219
82	53.3939
83	53.5579
84	53.7138
85	53.8618
86	54.0019
87	54.1343
88	54.2591
89	54.3763
90	54.4861
91	54.5885
92	54.6836
93	54.7715
94	54.8524
95	54.9262
96	54.9931
97	55.0532
98	55.1065
99	55.1532
100	55.1933
101	55.227
102	55.2542
103	55.2752
104	55.2899
105	55.2985
106	55.3011
107	55.2977
108	55.2884
109	55.2734
110	55.2526
111	55.2262
112	55.1942
113	55.1568
114	55.1141
115	55.066
116	55.0127
117	54.9543
118	54.8908
119	54.8223
120	54.749
121	54.6708
122	54.588
123	54.5004
124	54.4083
125	54.3117
126	54.2106
127	54.1052
128	53.9956
129	53.8817
130	53.7637
131	53.6417
132	53.5157
133	53.3859
134	53.2522
135	53.1147
136	52.9736
137	52.8289
138	52.6807
139	52.529
140	52.3739
141	52.2155
142	52.0539
143	51.8891
144	51.7212
145	51.5503
146	51.3764
147	51.1997
148	51.0201
149	50.8377
150	50.6527
151	50.465
152	50.2748
153	50.0821
154	49.887
155	49.6895
156	49.4897
157	49.2877
158	49.0836
159	48.8774
160	48.6691
161	48.4588
162	48.2467
163	48.0327
164	47.8169
165	47.5994
166	47.3802
167	47.1595
168	46.9372
169	46.7134
170	46.4882
171	46.2617
172	46.0338
173	45.8047
174	45.5745
175	45.3431
176	45.1106
177	44.8771
178	44.64267
179	44.40733
180	44.17115
181	43.93418
182	43.69648
183	43.4581
184	43.2191
185	42.97952
186	42.73942
187	42.49886
188	42.25789
189	42.01655
190	41.77491
191	41.53301
192	41.29089
193	41.04863
194	40.80625
195	40.56382
196	40.32138
197	40.07898
198	39.83667
199	39.5945
200	39.35251
201	39.11075
202	38.86927
203	38.62812
204	38.38734
205	38.14697
206	37.90706
207	37.66767
208	37.42882
209	37.19057
210	36.95295
211	36.71602
212	36.47981
213	36.24437
214	36.00974
215	35.775952
216	35.543061
217	35.311101
218	35.080114
219	34.850139
220	34.621217
221	34.393385
222	34.166684
223	33.94115
224	33.71682
225	33.49374
226	33.27194
227	33.05145
228	32.83232
229	32.61458
230	32.39826
231	32.18341
232	31.97005
233	31.75822
234	31.54795
235	31.33928
236	31.13224
237	30.92687
238	30.72319
239	30.52123
240	30.32104
241	30.12263
242	29.92605
243	29.73131
244	29.53846
245	29.34752
246	29.15851
247	28.97148
248	28.78644
249	28.60342
250	28.42246
251	28.24357
252	28.06679
253	27.89215
254	27.71966
255	27.54935
256	27.38125
257	27.21539
258	27.05178
259	26.89045
260	26.73143
261	26.57474
262	26.42039
263	26.26842
264	26.11884
